,ds,y,ds,y
71,2002-03,141700.0,2002-03,141700.0
72,2002-04,142200.0,2002-04,142200.0
73,2002-05,142900.0,2002-05,142900.0
74,2002-06,143600.0,2002-06,143600.0
75,2002-07,144300.0,2002-07,144300.0
76,2002-08,145000.0,2002-08,145000.0
77,2002-09,145600.0,2002-09,145600.0
78,2002-10,146200.0,2002-10,146200.0
79,2002-11,146500.0,2002-11,146500.0
80,2002-12,146800.0,2002-12,146800.0
81,2003-01,146900.0,2003-01,146900.0
82,2003-02,146800.0,2003-02,146800.0
83,2003-03,146600.0,2003-03,146600.0
84,2003-04,146300.0,2003-04,146300.0
85,2003-05,146100.0,2003-05,146100.0
86,2003-06,145900.0,2003-06,145900.0
87,2003-07,145800.0,2003-07,145800.0
88,2003-08,145800.0,2003-08,145800.0
89,2003-09,145900.0,2003-09,145900.0
90,2003-10,146000.0,2003-10,146000.0
91,2003-11,146400.0,2003-11,146400.0
92,2003-12,147000.0,2003-12,147000.0
93,2004-01,148100.0,2004-01,148100.0
94,2004-02,149400.0,2004-02,149400.0
95,2004-03,150800.0,2004-03,150800.0
96,2004-04,152100.0,2004-04,152100.0
97,2004-05,153000.0,2004-05,153000.0
98,2004-06,153800.0,2004-06,153800.0
99,2004-07,154400.0,2004-07,154400.0
100,2004-08,154800.0,2004-08,154800.0
101,2004-09,155200.0,2004-09,155200.0
102,2004-10,155600.0,2004-10,155600.0
103,2004-11,156000.0,2004-11,156000.0
104,2004-12,156500.0,2004-12,156500.0
105,2005-01,157000.0,2005-01,157000.0
106,2005-02,157400.0,2005-02,157400.0
107,2005-03,157700.0,2005-03,157700.0
108,2005-04,157900.0,2005-04,157900.0
109,2005-05,158100.0,2005-05,158100.0
110,2005-06,158200.0,2005-06,158200.0
111,2005-07,158100.0,2005-07,158100.0
112,2005-08,158000.0,2005-08,158000.0
113,2005-09,157900.0,2005-09,157900.0
114,2005-10,157900.0,2005-10,157900.0
115,2005-11,158000.0,2005-11,158000.0
116,2005-12,158300.0,2005-12,158300.0
117,2006-01,158700.0,2006-01,158700.0
118,2006-02,159100.0,2006-02,159100.0
119,2006-03,159400.0,2006-03,159400.0
120,2006-04,159700.0,2006-04,159700.0
121,2006-05,159900.0,2006-05,159900.0
122,2006-06,160200.0,2006-06,160200.0
123,2006-07,160600.0,2006-07,160600.0
124,2006-08,160900.0,2006-08,160900.0
125,2006-09,161300.0,2006-09,161300.0
126,2006-10,161800.0,2006-10,161800.0
127,2006-11,162200.0,2006-11,162200.0
128,2006-12,162600.0,2006-12,162600.0
129,2007-01,162800.0,2007-01,162800.0
130,2007-02,162900.0,2007-02,162900.0
131,2007-03,162900.0,2007-03,162900.0
132,2007-04,163100.0,2007-04,163100.0
133,2007-05,163500.0,2007-05,163500.0
134,2007-06,164100.0,2007-06,164100.0
135,2007-07,164700.0,2007-07,164700.0
136,2007-08,165300.0,2007-08,165300.0
137,2007-09,165700.0,2007-09,165700.0
138,2007-10,165900.0,2007-10,165900.0
139,2007-11,166000.0,2007-11,166000.0
140,2007-12,165900.0,2007-12,165900.0
141,2008-01,165500.0,2008-01,165500.0
142,2008-02,164700.0,2008-02,164700.0
143,2008-03,163900.0,2008-03,163900.0
144,2008-04,163200.0,2008-04,163200.0
145,2008-05,162600.0,2008-05,162600.0
146,2008-06,162100.0,2008-06,162100.0
147,2008-07,161900.0,2008-07,161900.0
148,2008-08,161900.0,2008-08,161900.0
149,2008-09,162000.0,2008-09,162000.0
150,2008-10,162100.0,2008-10,162100.0
151,2008-11,162300.0,2008-11,162300.0
152,2008-12,162700.0,2008-12,162700.0
153,2009-01,163100.0,2009-01,163100.0
154,2009-02,163400.0,2009-02,163400.0
155,2009-03,163300.0,2009-03,163300.0
156,2009-04,163200.0,2009-04,163200.0
157,2009-05,162900.0,2009-05,162900.0
158,2009-06,162800.0,2009-06,162800.0
159,2009-07,162900.0,2009-07,162900.0
160,2009-08,163300.0,2009-08,163300.0
161,2009-09,163500.0,2009-09,163500.0
162,2009-10,163800.0,2009-10,163800.0
163,2009-11,164100.0,2009-11,164100.0
164,2009-12,164600.0,2009-12,164600.0
165,2010-01,165100.0,2010-01,165100.0
166,2010-02,165300.0,2010-02,165300.0
167,2010-03,165200.0,2010-03,165200.0
168,2010-04,164900.0,2010-04,164900.0
169,2010-05,164600.0,2010-05,164600.0
170,2010-06,163800.0,2010-06,163800.0
171,2010-07,162500.0,2010-07,162500.0
172,2010-08,161800.0,2010-08,161800.0
173,2010-09,161700.0,2010-09,161700.0
174,2010-10,161300.0,2010-10,161300.0
175,2010-11,159800.0,2010-11,159800.0
176,2010-12,157500.0,2010-12,157500.0
177,2011-01,155600.0,2011-01,155600.0
178,2011-02,154600.0,2011-02,154600.0
179,2011-03,154500.0,2011-03,154500.0
180,2011-04,154800.0,2011-04,154800.0
181,2011-05,155100.0,2011-05,155100.0
182,2011-06,154900.0,2011-06,154900.0
183,2011-07,154000.0,2011-07,154000.0
184,2011-08,152900.0,2011-08,152900.0
185,2011-09,152000.0,2011-09,152000.0
186,2011-10,151600.0,2011-10,151600.0
187,2011-11,151800.0,2011-11,151800.0
188,2011-12,151900.0,2011-12,151900.0
189,2012-01,151600.0,2012-01,151600.0
190,2012-02,151600.0,2012-02,151600.0
191,2012-03,151600.0,2012-03,151600.0
192,2012-04,151100.0,2012-04,151100.0
193,2012-05,150500.0,2012-05,150500.0
194,2012-06,150500.0,2012-06,150500.0
195,2012-07,151000.0,2012-07,151000.0
196,2012-08,151600.0,2012-08,151600.0
197,2012-09,151700.0,2012-09,151700.0
198,2012-10,151400.0,2012-10,151400.0
199,2012-11,151300.0,2012-11,151300.0
200,2012-12,151800.0,2012-12,151800.0
201,2013-01,152800.0,2013-01,152800.0
202,2013-02,154200.0,2013-02,154200.0
203,2013-03,155700.0,2013-03,155700.0
204,2013-04,157500.0,2013-04,157500.0
205,2013-05,160000.0,2013-05,160000.0
206,2013-06,162600.0,2013-06,162600.0
207,2013-07,165200.0,2013-07,165200.0
208,2013-08,167400.0,2013-08,167400.0
209,2013-09,169100.0,2013-09,169100.0
210,2013-10,170500.0,2013-10,170500.0
211,2013-11,171900.0,2013-11,171900.0
212,2013-12,173400.0,2013-12,173400.0
213,2014-01,174400.0,2014-01,174400.0
214,2014-02,175000.0,2014-02,175000.0
215,2014-03,175700.0,2014-03,175700.0
216,2014-04,176800.0,2014-04,176800.0
217,2014-05,178000.0,2014-05,178000.0
218,2014-06,179700.0,2014-06,179700.0
219,2014-07,181300.0,2014-07,181300.0
220,2014-08,182400.0,2014-08,182400.0
221,2014-09,183700.0,2014-09,183700.0
222,2014-10,185300.0,2014-10,185300.0
223,2014-11,186900.0,2014-11,186900.0
224,2014-12,188500.0,2014-12,188500.0
225,2015-01,190100.0,2015-01,190100.0
226,2015-02,191400.0,2015-02,191400.0
227,2015-03,192400.0,2015-03,192400.0
228,2015-04,193400.0,2015-04,193400.0
229,2015-05,194300.0,2015-05,194300.0
230,2015-06,195200.0,2015-06,195200.0
231,2015-07,196200.0,2015-07,196200.0
232,2015-08,197000.0,2015-08,197000.0
233,2015-09,198000.0,2015-09,198000.0
234,2015-10,198900.0,2015-10,198900.0
235,2015-11,199500.0,2015-11,199500.0
236,2015-12,200400.0,2015-12,200400.0
237,2016-01,201900.0,2016-01,201900.0
238,2016-02,202800.0,2016-02,202800.0
239,2016-03,203000.0,2016-03,203000.0
240,2016-04,203500.0,2016-04,203500.0
241,2016-05,204500.0,2016-05,204500.0
242,2016-06,205100.0,2016-06,205100.0
243,2016-07,205400.0,2016-07,205400.0
244,2016-08,205700.0,2016-08,205700.0
245,2016-09,206200.0,2016-09,206200.0
246,2016-10,206800.0,2016-10,206800.0
247,2016-11,207500.0,2016-11,207500.0
248,2016-12,207900.0,2016-12,207900.0
249,2017-01,208600.0,2017-01,208600.0
250,2017-02,208900.0,2017-02,208900.0
251,2017-03,208400.0,2017-03,208400.0
252,2017-04,208000.0,2017-04,208000.0
253,2017-05,208000.0,2017-05,208000.0
254,2017-06,208200.0,2017-06,208200.0
255,2017-07,208900.0,2017-07,208900.0
256,2017-08,210200.0,2017-08,210200.0
257,2017-09,210700.0,2017-09,210700.0
258,2017-10,211200.0,2017-10,211200.0
259,2017-11,212300.0,2017-11,212300.0
260,2017-12,213100.0,2017-12,213100.0
261,2018-01,212800.0,2018-01,212800.0
262,2018-02,214300.0,2018-02,214300.0
263,2018-03,217500.0,2018-03,217500.0
264,2018-04,219600.0,2018-04,219600.0
